url,url_entropy,count_dots,count_hyphens,count_at,is_punycode,has_non_ascii,is_ip_address,has_suspicious_keyword,domain_age_days,has_dns_record,has_iframe,right_click_disabled,submits_to_email,path_depth,param_count,subdomain_count,is_https,domain_legit_score,suspicion_score,very_long_url,label
https://api.taobao.com/item/2025/0303/2835900.html,4.1387,3,0,0,0,0,0,0,2691,1,0,0,0,4,0,1,1,69,4,0,0
https://www.meituan.com/news/2022/0507/9825967,4.284,2,0,0,0,0,0,0,2902,1,0,0,0,4,0,1,1,88,6,0,0
http://www.winuhnwcjm.icu/promo.php?v=8&uid=9957&aff=W,4.5671,3,0,0,0,0,0,0,126,1,1,1,1,1,3,1,0,35,88,0,1
http://www.pane9rss.bid/login.php?v=92&uid=6790&aff=Z,4.7368,3,0,0,0,0,0,1,269,1,0,0,0,1,3,1,0,29,82,0,1
https://api.baidu.com/item/2023/0508/8115626.html,4.364,3,0,0,0,0,0,0,3440,1,0,0,0,4,0,1,1,70,12,0,0
https://m.sohu.com.cn/p/2023/1206/2325762.php,3.9858,4,0,0,0,0,0,0,1335,1,0,0,0,4,0,1,1,81,6,0,0
http://www.bets7w5.win/pay.php?v=90&uid=4926&aff=X,4.6313,3,0,0,0,0,0,1,239,1,0,1,0,1,3,1,0,15,99,0,1
https://finance.douyin.com/news/2025/0317/9156469,4.6043,2,0,0,0,0,0,0,3132,1,0,0,0,4,0,1,1,74,7,0,0
http://www.pj4p1.icu/promo.php?v=11&uid=8970&aff=D,4.5782,3,0,0,0,0,0,0,236,1,0,1,0,1,3,1,0,9,73,0,1
http://www.caipiaom50ll0.cn/pay.php?v=61&uid=6820&aff=S,4.6516,3,0,0,0,0,0,1,53,1,0,0,0,1,3,1,0,20,83,0,1
https://finance.edu.cn/item/2024/0826/8452197,4.3858,2,0,0,0,0,0,0,814,1,0,0,0,4,0,1,1,88,13,0,0
http://www.slotb0eozz6.top/login.php?v=77&uid=8819&aff=Z,4.7534,3,0,0,0,0,0,1,89,1,1,1,0,1,3,1,0,26,95,0,1
http://www.pjdctmty4.win/promo.php?v=42&uid=1542&aff=Y,4.5951,3,0,0,0,0,0,0,256,1,1,0,0,1,3,1,0,13,81,0,1
https://api.people.com.cn/news/2024/0408/2683136,4.3239,3,0,0,0,0,0,0,3742,1,0,0,0,4,0,1,1,100,8,0,0
http://www.jili0oizz5.xyz/promo.php?v=72&uid=2565&aff=H,4.7035,3,0,0,0,0,0,0,173,1,0,0,0,1,3,1,0,3,67,0,1
http://www.888bm3q.xyz/index.php?v=75&uid=2703&aff=M,4.8056,3,0,0,0,0,0,0,210,1,1,0,1,1,3,1,0,25,79,0,1
http://www.winzli.bid/promo.php?v=54&uid=4075&aff=Z,4.6084,3,0,0,0,0,0,0,223,0,1,1,0,1,3,1,0,31,99,0,1
http://www.cps9ym.xyz/index.php?v=71&uid=2312&aff=Z,4.7505,3,0,0,0,0,0,0,69,1,0,0,0,1,3,1,0,18,79,0,1
https://api.sohu.com.cn/view/2022/0506/9383505.html,4.4071,4,0,0,0,0,0,0,2597,1,0,0,0,4,0,1,1,72,3,0,0
https://www.ccb.com/content/2023/0214/8458508.html,4.226,3,0,0,0,0,0,0,3156,1,0,0,0,4,0,1,1,73,9,0,0
https://api.com.cn/content/2024/1007/4585844,4.1464,2,0,0,0,0,0,0,4787,1,0,0,0,4,0,0,1,68,9,0,0
http://www.pjlf5.top/reg.php?v=86&uid=5070&aff=W,4.5821,3,0,0,0,0,0,0,132,1,0,0,0,1,3,1,0,4,66,0,1
http://www.pay1k23.bid/reg.php?v=26&uid=7037&aff=V,4.7035,3,0,0,0,0,0,1,108,1,1,1,0,1,3,1,0,34,87,0,1
http://www.slotpyyrak.cc/promo.php?v=32&uid=2104&aff=W,4.7153,3,0,0,0,0,0,0,251,1,0,0,0,1,3,1,0,16,96,0,1
https://api.meituan.com/content/2025/1214/4008728.php,4.2678,3,0,0,0,0,0,0,3932,1,0,0,0,4,0,1,1,76,19,0,0
https://sports.mil.cn/content/2023/0715/4919272,4.2646,2,0,0,0,0,0,0,2922,1,0,0,0,4,0,1,1,82,10,0,0
https://www.gov.cn/item/2025/0807/4870017.html,4.2761,3,0,0,0,0,0,0,4354,1,0,0,0,4,0,1,1,100,22,0,0
http://www.yh8zno.xyz/promo.php?v=20&uid=3105&aff=J,4.7209,3,0,0,0,0,0,0,112,1,1,0,0,1,3,1,0,28,93,0,1
https://finance.net.cn/article/2025/0719/2297690.shtml,4.2939,3,0,0,0,0,0,0,5959,1,0,0,0,4,0,0,1,80,16,0,0
https://api.sina.com.cn/view/2025/0906/9799801.php,4.3186,4,0,0,0,0,0,0,4480,1,0,0,0,4,0,1,1,70,12,0,0
http://www.pand8ix.cn/promo.php?v=38&uid=5121&aff=D,4.6405,3,0,0,0,0,0,0,58,1,0,0,0,1,3,1,0,20,99,0,1
https://news.icbc.com.cn/item/2022/0718/3595475.shtml,4.3972,4,0,0,0,0,0,0,3702,1,0,0,0,4,0,1,1,100,11,0,0
http://www.cpgpofy7.vip/index.php?v=63&uid=6726&aff=L,4.5809,3,0,0,0,0,0,0,58,0,1,1,0,1,3,1,0,5,67,0,1
http://www.win4kz4s.bid/pay.php?v=7&uid=9187&aff=S,4.6235,3,0,0,0,0,0,1,103,1,0,1,0,1,3,1,0,9,65,0,1
http://www.am5irqx5.top/promo.php?v=72&uid=7304&aff=P,4.631,3,0,0,0,0,0,0,50,0,0,0,1,1,3,1,0,24,72,0,1
https://www.icbc.com.cn/content/2023/0603/1104110.html,4.1651,4,0,0,0,0,0,0,2198,1,0,0,0,4,0,1,1,72,8,0,0
http://www.win3up.xyz/reg.php?v=77&uid=7733&aff=Y,4.4919,3,0,0,0,0,0,0,142,1,1,0,0,1,3,1,0,4,65,0,1
http://www.jiliqeiq.icu/promo.php?v=98&uid=7922&aff=A,4.6594,3,0,0,0,0,0,0,245,1,0,1,0,1,3,1,0,25,68,0,1
http://www.macau1u88w.icu/app.php?v=71&uid=1672&aff=E,4.3953,3,0,0,0,0,0,0,276,1,1,0,0,1,3,1,0,22,95,0,1
https://sports.icbc.com.cn/p/2022/1122/9927871,4.028,3,0,0,0,0,0,0,5824,1,0,0,0,4,0,1,1,65,8,0,0
http://www.yh16i.cc/app.php?v=16&uid=3145&aff=X,4.4027,3,0,0,0,0,0,0,97,1,1,1,0,1,3,1,0,11,89,0,1
http://www.pjdc104eh2i.bid/reg.php?v=14&uid=2431&aff=E,4.6291,3,0,0,0,0,0,0,283,0,1,0,0,1,3,1,0,32,95,0,1
http://www.daij5wjl6i.top/app.php?v=26&uid=3275&aff=M,4.4442,3,0,0,0,0,0,0,109,0,0,0,0,1,3,1,0,4,98,0,1
https://finance.mil.cn/news/2022/1012/3479316.php,4.354,3,0,0,0,0,0,0,1435,1,0,0,0,4,0,1,1,95,2,0,0
https://news.abchina.com/item/2024/0110/4067188,4.3414,2,0,0,0,0,0,0,5366,1,0,0,0,4,0,1,1,84,6,0,0
http://www.jiesx2.bid/reg.php?v=88&uid=2442&aff=U,4.6089,3,0,0,0,0,0,0,102,0,1,0,0,1,3,1,0,26,75,0,1
https://www.ccb.com/article/2025/0601/5991690,4.2524,2,0,0,0,0,0,0,1725,1,0,0,0,4,0,1,1,75,11,0,0
http://www.beto05d5g.top/reg.php?v=85&uid=2158&aff=W,4.5654,3,0,0,0,0,0,0,79,1,1,0,0,1,3,1,0,1,82,0,1
https://sports.mil.cn/content/2025/0122/6817628.php,4.202,3,0,0,0,0,0,0,1252,1,0,0,0,4,0,1,1,71,7,0,0
https://m.alipay.com/p/2025/0715/3205165.shtml,4.1749,3,0,0,0,0,0,1,5678,1,0,0,0,4,0,1,1,100,19,0,0
https://sports.ccb.com/item/2024/1216/8908278.shtml,4.2579,3,0,0,0,0,0,0,1070,1,0,0,0,4,0,1,1,100,8,0,0
https://finance.cctv.com/item/2023/0925/3764618.shtml,4.4943,3,0,0,0,0,0,0,1757,1,0,0,0,4,0,1,1,89,21,0,0
https://news.jd.com/news/2022/0407/3719206.html,4.3253,3,0,0,0,0,0,0,861,1,0,0,0,4,0,1,1,72,24,0,0
http://www.vner1e.top/reg.php?v=60&uid=6932&aff=C,4.6243,3,0,0,0,0,0,0,244,1,1,0,1,1,3,1,0,22,69,0,1
http://www.slot703.com.cn/index.php?v=73&uid=2738&aff=P,4.7398,4,0,0,0,0,0,0,130,1,1,0,0,1,3,1,0,14,89,0,1
https://sports.com.cn/news/2023/0607/2810867,4.1635,2,0,0,0,0,0,0,4988,1,0,0,0,4,0,0,1,96,22,0,0
https://m.people.com.cn/news/2025/0207/1355349.php,4.2411,4,0,0,0,0,0,0,1291,1,0,0,0,4,0,1,1,81,0,0,0
http://www.betj5w4646.cn/reg.php?v=59&uid=8332&aff=I,4.7817,3,0,0,0,0,0,0,121,0,0,0,0,1,3,1,0,2,90,0,1
http://www.cpwlf.cn/promo.php?v=41&uid=9682&aff=B,4.6223,3,0,0,0,0,0,0,145,1,0,1,0,1,3,1,0,34,89,0,1
https://news.com.cn/article/2024/0712/5132707.shtml,4.3531,3,0,0,0,0,0,0,1759,1,0,0,0,4,0,0,1,87,14,0,0
https://www.boc.cn/news/2024/0905/8873310.shtml,4.3253,3,0,0,0,0,0,0,5205,1,0,0,0,4,0,1,1,95,3,0,0
https://news.xinhuanet.com/p/2022/0224/7131697.shtml,4.4285,3,0,0,0,0,0,0,5587,1,0,0,0,4,0,1,1,99,20,0,0
https://tech.china.com.cn/p/2024/0327/6724806,4.1468,3,0,0,0,0,0,0,5456,1,0,0,0,4,0,1,1,95,23,0,0
http://www.vnyumt.top/login.php?v=7&uid=1282&aff=R,4.5835,3,0,0,0,0,0,1,299,1,0,1,0,1,3,1,0,23,77,0,1
https://api.ac.cn/article/2024/0717/9978792,4.1406,2,0,0,0,0,0,0,3319,1,0,0,0,4,0,1,1,78,19,0,0
https://api.baidu.com/news/2023/0818/8323489.html,4.4611,3,0,0,0,0,0,0,3811,1,0,0,0,4,0,1,1,72,2,0,0
http://www.hg81ncxgu.win/app.php?v=29&uid=6277&aff=M,4.573,3,0,0,0,0,0,0,78,0,1,1,0,1,3,1,0,34,96,0,1
https://finance.toutiao.com/article/2022/0615/7700390.shtml,4.4393,3,0,0,0,0,0,0,3860,1,0,0,0,4,0,1,1,96,10,0,0
http://www.winkqloq8.com.cn/login.php?v=7&uid=7121&aff=E,4.6908,4,0,0,0,0,0,1,208,1,1,1,0,1,3,1,0,27,66,0,1
http://www.ylt1osx.vip/promo.php?v=91&uid=5923&aff=X,4.6593,3,0,0,0,0,0,0,225,1,0,1,1,1,3,1,0,1,82,0,1
http://www.hgm2navq.icu/reg.php?v=7&uid=8466&aff=J,4.7133,3,0,0,0,0,0,0,196,1,0,0,0,1,3,1,0,2,70,0,1
http://www.pj91gc.xyz/promo.php?v=21&uid=5594&aff=K,4.7581,3,0,0,0,0,0,0,275,1,0,0,0,1,3,1,0,16,87,0,1
http://www.macaud37t8r.icu/login.php?v=4&uid=1062&aff=E,4.8215,3,0,0,0,0,0,1,243,1,1,0,0,1,3,1,0,11,85,0,1
http://www.slothyfb5r.icu/pay.php?v=24&uid=9431&aff=Y,4.7226,3,0,0,0,0,0,1,109,0,0,0,0,1,3,1,0,4,65,0,1
http://www.pay2g59v4o.bid/promo.php?v=48&uid=6570&aff=S,4.7744,3,0,0,0,0,0,1,63,0,0,0,0,1,3,1,0,6,74,0,1
http://www.hgmk6kued.vip/login.php?v=48&uid=4767&aff=E,4.671,3,0,0,0,0,0,1,293,1,0,0,1,1,3,1,0,25,84,0,1
https://m.ac.cn/view/2025/0221/3266378.shtml,4.3088,3,0,0,0,0,0,0,4217,1,0,0,0,4,0,1,1,87,20,0,0
https://www.baidu.cn/view/2023/0610/9775481.php,4.4956,3,0,0,0,0,0,0,3264,1,0,0,0,4,0,1,1,90,22,0,0
https://www.cctv.com/article/2024/0816/8810593.php,4.4182,3,0,0,0,0,0,0,2909,1,0,0,0,4,0,1,1,86,8,0,0
https://api.taobao.com/p/2025/1014/7508097.shtml,4.2406,3,0,0,0,0,0,0,881,1,0,0,0,4,0,1,1,94,10,0,0
https://finance.baidu.cn/p/2022/1214/2487185,4.2633,2,0,0,0,0,0,0,1334,1,0,0,0,4,0,1,1,70,21,0,0
http://www.pjdc6dhetb.top/reg.php?v=56&uid=6723&aff=H,4.6167,3,0,0,0,0,0,0,193,0,0,1,0,1,3,1,0,20,75,0,1
https://sports.sina.com.cn/content/2025/1205/8011315.html,4.2049,4,0,0,0,0,0,0,1903,1,0,0,0,4,0,1,1,83,25,0,0
https://tech.douyin.com/news/2025/0320/4690543,4.371,2,0,0,0,0,0,0,5623,1,0,0,0,4,0,1,1,76,9,0,0
http://www.am0pw6y.top/app.php?v=15&uid=4415&aff=H,4.3753,3,0,0,0,0,0,0,23,1,1,1,0,1,3,1,0,24,97,0,1
http://www.pjxkljdw.bid/pay.php?v=91&uid=6288&aff=L,4.6013,3,0,0,0,0,0,1,270,1,1,0,0,1,3,1,0,9,67,0,1
http://www.caipiaowiuxz.com.cn/index.php?v=89&uid=8701&aff=R,4.6631,4,0,0,0,0,0,0,111,1,1,0,0,1,3,1,0,20,92,0,1
http://www.am5faz.cc/login.php?v=17&uid=8257&aff=T,4.6982,3,0,0,0,0,0,1,88,1,0,1,0,1,3,1,0,33,93,0,1
http://www.pjdcjgvuk.com.cn/reg.php?v=89&uid=2543&aff=A,4.8174,4,0,0,0,0,0,0,100,1,0,0,1,1,3,1,0,22,98,0,1
http://www.am6rh7.cc/app.php?v=20&uid=9788&aff=C,4.4987,3,0,0,0,0,0,0,153,0,0,0,0,1,3,1,0,2,70,0,1
https://api.163.com/news/2024/0720/6326399.php,4.2512,3,0,0,0,0,0,0,1895,1,0,0,0,4,0,1,1,95,25,0,0
http://www.betl9l7d.cc/login.php?v=60&uid=8619&aff=Q,4.7527,3,0,0,0,0,0,1,12,1,0,0,0,1,3,1,0,16,82,0,1
http://www.winr70.com.cn/pay.php?v=15&uid=6934&aff=K,4.7483,4,0,0,0,0,0,1,125,1,0,0,0,1,3,1,0,7,87,0,1
http://www.jieicr.icu/pay.php?v=22&uid=4765&aff=H,4.5735,3,0,0,0,0,0,1,206,1,1,0,0,1,3,1,0,33,90,0,1
https://api.bilibili.com/article/2025/1010/9519404,4.2182,2,0,0,0,0,0,0,2761,1,0,0,0,4,0,1,1,91,10,0,0
https://tech.com.cn/content/2025/0806/1090164.php,4.0688,3,0,0,0,0,0,0,3391,1,0,0,0,4,0,0,1,91,0,0,0
https://www.zhihu.com/article/2022/1221/8515765,4.3441,2,0,0,0,0,0,0,2062,1,0,0,0,4,0,1,1,85,23,0,0
https://api.csdn.net/news/2025/1209/6159911.html,4.2249,3,0,0,0,0,0,0,2680,1,0,0,0,4,0,1,1,92,5,0,0
https://sports.qq.com/content/2023/0410/7991384.html,4.3151,3,0,0,0,0,0,0,1725,1,0,0,0,4,0,1,1,67,6,0,0
https://news.boc.cn/p/2024/0907/7117869,4.1823,2,0,0,0,0,0,0,3868,1,0,0,0,4,0,1,1,95,22,0,0
http://www.winag3v.cn/reg.php?v=29&uid=8240&aff=G,4.6551,3,0,0,0,0,0,0,167,1,1,0,0,1,3,1,0,6,65,0,1
https://m.bilibili.com/item/2023/0118/6952222,4.111,2,0,0,0,0,0,0,4538,1,0,0,0,4,0,1,1,80,7,0,0
http://www.slotk9fs.vip/promo.php?v=43&uid=5847&aff=F,4.6545,3,0,0,0,0,0,0,59,1,0,0,0,1,3,1,0,7,73,0,1
http://www.pjdclzb.com.cn/reg.php?v=22&uid=7856&aff=U,4.8408,4,0,0,0,0,0,0,186,1,0,0,0,1,3,1,0,18,83,0,1
https://api.sohu.com.cn/view/2025/1008/6098296.shtml,4.421,4,0,0,0,0,0,0,953,1,0,0,0,4,0,1,1,91,13,0,0
http://www.pj5w9pdj.com.cn/reg.php?v=28&uid=9940&aff=Y,4.7202,4,0,0,0,0,0,0,248,0,0,0,1,1,3,1,0,4,74,0,1
http://www.win3i0hrd.cc/app.php?v=13&uid=6833&aff=F,4.4296,3,0,0,0,0,0,0,29,1,1,0,0,1,3,1,0,21,94,0,1
http://www.slotdqdukb.vip/promo.php?v=74&uid=8571&aff=I,4.7106,3,0,0,0,0,0,0,176,1,0,0,0,1,3,1,0,33,80,0,1
http://www.ylz9ra.com.cn/index.php?v=35&uid=9236&aff=U,4.8471,4,0,0,0,0,0,0,13,1,0,1,0,1,3,1,0,9,79,0,1
http://www.slotyt556.vip/pay.php?v=14&uid=5258&aff=Y,4.5345,3,0,0,0,0,0,1,297,1,0,1,0,1,3,1,0,0,100,0,1
https://tech.tmall.com/content/2024/0725/1580226.shtml,4.1753,3,0,0,0,0,0,0,5880,1,0,0,0,4,0,1,1,95,18,0,0
http://www.hgord1n0y.win/reg.php?v=28&uid=9011&aff=X,4.6518,3,0,0,0,0,0,0,174,1,1,0,0,1,3,1,0,1,96,0,1
http://www.caipiaoaofv9.xyz/index.php?v=67&uid=8383&aff=Y,4.679,3,0,0,0,0,0,0,175,0,0,0,0,1,3,1,0,1,67,0,1
http://www.jie7bxu5.top/pay.php?v=22&uid=6315&aff=Z,4.6649,3,0,0,0,0,0,1,154,1,0,0,1,1,3,1,0,3,87,0,1
https://www.ac.cn/content/2023/1205/5649371.php,4.2346,3,0,0,0,0,0,0,4278,1,0,0,0,4,0,1,1,72,17,0,0
https://sports.alipay.com/item/2025/0826/3263477.shtml,4.3589,3,0,0,0,0,0,1,1174,1,0,0,0,4,0,1,1,78,4,0,0
https://sports.ccb.com/content/2025/0613/5443945.html,4.279,3,0,0,0,0,0,0,5998,1,0,0,0,4,0,1,1,80,16,0,0
https://finance.china.com.cn/p/2023/0719/2968825.html,4.3879,4,0,0,0,0,0,0,2873,1,0,0,0,4,0,1,1,93,25,0,0
https://api.china.com.cn/content/2024/0815/296256.php,4.2135,4,0,0,0,0,0,0,5464,1,0,0,0,4,0,1,1,98,19,0,0
http://www.ylh20hij.com.cn/index.php?v=10&uid=1596&aff=Z,4.8114,4,0,0,0,0,0,0,17,0,1,1,0,1,3,1,0,0,85,0,1
http://www.am8nu5.top/index.php?v=23&uid=9677&aff=W,4.6965,3,0,0,0,0,0,0,215,1,0,0,0,1,3,1,0,3,96,0,1
https://sports.csdn.net/article/2022/0126/7159053.html,4.3747,3,0,0,0,0,0,0,1715,1,0,0,0,4,0,1,1,74,3,0,0
https://m.net.cn/content/2025/0124/898960.php,4.0665,3,0,0,0,0,0,0,5694,1,0,0,0,4,0,0,1,81,16,0,0
http://www.yh1mj.com.cn/promo.php?v=86&uid=1389&aff=A,4.6613,4,0,0,0,0,0,0,113,0,0,0,1,1,3,1,0,11,92,0,1
http://www.cpt2asns.win/promo.php?v=54&uid=5230&aff=M,4.6217,3,0,0,0,0,0,0,66,1,1,0,0,1,3,1,0,20,82,0,1
https://sports.cctv.com/content/2022/0514/6459709.php,4.2035,3,0,0,0,0,0,0,4778,1,0,0,0,4,0,1,1,68,24,0,0
http://www.winxo14drv.xyz/index.php?v=83&uid=6069&aff=X,4.7762,3,0,0,0,0,0,0,120,1,1,0,0,1,3,1,0,22,88,0,1
https://news.meituan.com/view/2022/1126/3909970.html,4.4065,3,0,0,0,0,0,0,5458,1,0,0,0,4,0,1,1,98,15,0,0
https://api.china.com.cn/content/2023/0407/2857047.php,4.1665,4,0,0,0,0,0,0,1075,1,0,0,0,4,0,1,1,67,11,0,0
http://www.wina50.vip/index.php?v=9&uid=7620&aff=U,4.5186,3,0,0,0,0,0,0,249,1,1,1,0,1,3,1,0,21,68,0,1
https://m.people.com.cn/article/2022/0524/6084524.php,4.209,4,0,0,0,0,0,0,4682,1,0,0,0,4,0,1,1,87,13,0,0
http://www.cpacw.top/promo.php?v=25&uid=2790&aff=R,4.4582,3,0,0,0,0,0,0,35,0,1,0,0,1,3,1,0,20,95,0,1
https://sports.csdn.net/article/2024/0408/2659451.shtml,4.3696,3,0,0,0,0,0,0,3913,1,0,0,0,4,0,1,1,81,1,0,0
http://www.pjdcyileh.vip/promo.php?v=27&uid=7872&aff=C,4.592,3,0,0,0,0,0,0,165,1,0,0,1,1,3,1,0,4,80,0,1
http://www.888cuiscz8.vip/reg.php?v=69&uid=2087&aff=S,4.6452,3,0,0,0,0,0,0,177,1,0,1,0,1,3,1,0,27,67,0,1
http://www.vntfr0.cn/app.php?v=90&uid=1307&aff=N,4.4413,3,0,0,0,0,0,0,137,0,0,0,0,1,3,1,0,24,71,0,1
https://tech.zhihu.com/article/2024/1023/7261673,4.3294,2,0,0,0,0,0,0,1360,1,0,0,0,4,0,1,1,99,24,0,0
https://finance.ccb.com/article/2024/0623/1627663.html,4.3868,3,0,0,0,0,0,0,951,1,0,0,0,4,0,1,1,97,3,0,0
http://www.jiert0x.top/index.php?v=10&uid=4052&aff=S,4.6133,3,0,0,0,0,0,0,60,0,1,0,1,1,3,1,0,19,85,0,1
https://www.boc.cn/content/2022/0912/9722980.php,3.9953,3,0,0,0,0,0,0,1551,1,0,0,0,4,0,1,1,89,10,0,0
